"Temp_c_avg","Precip_mm_Total","solarRad_avg","RH2M_avg","Location","Year","Latitude","Longitude","Elevation_m"
16.2571895424837,436.34,18.2727450980392,79.2632026143791,"Ottawa, Ontario",1996,45.4208777,-75.6901106,71.11
16.9204575163399,358.95,18.687908496732,71.1543137254902,"Elora, Ontario",1996,43.681148,-80.429581,377.87
16.3616339869281,488.58,18.2727450980392,80.9558823529412,"Winchester, Ontario",1996,45.0928774,-75.35299,79.89
16.7281045751634,398.38,18.3334640522876,73.1532679738562,"Brussels, Ontario",1996,43.7433558,-81.2506263,340.87
17.7317647058824,410.23,18.687908496732,70.4272549019608,"Woodstock, Ontario",1996,43.1301111,-80.7562977,303.89
16.7281045751634,398.38,18.3334640522876,73.1532679738562,"St. Pauls, Ontario",1996,43.3208052,-81.0516163,351.85
16.6486274509804,462.71,19.2786274509804,78.8694117647059,"Dutton, Ontario",1996,42.6640129,-81.5026543,218.84
17.4151633986928,395.6,19.2786274509804,73.6166013071895,"Inwood, Ontario",1996,42.8180452,-81.9824943,208.86
17.6498692810458,382.7,19.2786274509804,71.3798039215686,"Talbotville, Ontario",1996,42.8031625,-81.2531447,234.85
18.0442483660131,383.51,18.2986274509804,74.6934640522876,"Malden, Ontario",1996,42.2624517,-83.0635175,178.85
17.1967320261438,317.46,18.8014379084967,78.0419607843137,"Woodslee, Ontario",1996,42.21478,-82.7206993,183.19
18.1315032679739,316.27,18.8014379084967,73.5782352941176,"Tilbury, Ontario",1996,42.2593155,-82.4322682,179.85
18.0139869281046,287.43,18.8014379084967,72.632614379085,"Chatham, Ontario",1996,42.4057219,-82.1853837,180.83
15.8247058823529,372.05,18.677908496732,76.7307843137255,"Ottawa, Ontario",1997,45.4208777,-75.6901106,71.11
16.1419607843137,301.32,18.6105882352941,72.4400653594771,"Brussels, Ontario",1997,43.7433558,-81.2506263,340.87
15.9309150326797,356.03,18.983660130719,72.6429411764706,"Elora, Ontario",1997,43.681148,-80.429581,377.87
15.9335294117647,361.33,18.677908496732,77.9846405228758,"Winchester, Ontario",1997,45.0928774,-75.35299,79.89
16.1419607843137,301.32,18.6105882352941,72.4400653594771,"Exeter, Ontario",1997,43.3449871,-81.4801081,268.39
16.1419607843137,301.32,18.6105882352941,72.4400653594771,"St. Pauls, Ontario",1997,43.3208052,-81.0516163,351.85
17.173137254902,367.9,18.983660130719,70.3292810457516,"Woodstock, Ontario",1997,43.1301111,-80.7562977,303.89
17.143137254902,369.85,18.9191503267974,76.8812418300654,"Dutton, Ontario",1997,42.6640129,-81.5026543,218.84
17.0459477124183,296.55,18.9191503267974,73.012091503268,"Inwood, Ontario",1997,42.8180452,-81.9824943,208.86
17.9654248366013,215.12,18.9191503267974,71.2984967320261,"Ridgetown, Ontario",1997,42.4392352,-81.8870513,211.86
17.0390196078431,345.36,18.9191503267974,71.4494117647059,"Talbotville, Ontario",1997,42.8031625,-81.2531447,234.85
17.8996078431373,337.86,18.4824836601307,76.3782352941176,"Woodslee, Ontario",1997,42.21478,-82.7206993,183.19
17.2042483660131,434.49,18.3558823529412,76.5527450980392,"Malden, Ontario",1997,42.2624517,-83.0635175,178.85
17.8583660130719,434.1,18.5681045751634,76.9174509803922,"Ottawa, Ontario",1998,45.4208777,-75.6901106,71.11
18.8603267973856,239.91,20.2061437908497,66.8753594771242,"Elora, Ontario",1998,43.681148,-80.429581,377.87
18.1469281045752,459.07,18.5681045751634,78.0164705882353,"Winchester, Ontario",1998,45.0928774,-75.35299,79.89
18.9788235294118,243.77,20.0957516339869,67.7396078431373,"Brussels, Ontario",1998,43.7433558,-81.2506263,340.87
18.9788235294118,243.77,20.0957516339869,67.7396078431373,"St. Pauls, Ontario",1998,43.3208052,-81.0516163,351.85
20.0718954248366,250.9,20.2061437908497,64.6934640522876,"Woodstock, Ontario",1998,43.1301111,-80.7562977,303.89
20.7137908496732,259.31,20.4543137254902,68.1586274509804,"Ridgetown, Ontario",1998,42.4392352,-81.8870513,211.86
19.919477124183,255.19,20.4543137254902,68.4849019607843,"Inwood, Ontario",1998,42.8180452,-81.9824943,208.86
19.9534640522876,274.73,20.4543137254902,73.142614379085,"Dutton, Ontario",1998,42.6640129,-81.5026543,218.84
19.9528104575163,242.69,20.4543137254902,65.9335947712418,"Talbotville, Ontario",1998,42.8031625,-81.2531447,234.85
20.6820261437908,350.53,20.2671241830065,73.333660130719,"Woodslee, Ontario",1998,42.21478,-82.7206993,183.19
20.5767973856209,290.54,20.2671241830065,70.0181045751634,"Tilbury, Ontario",1998,42.2593155,-82.4322682,179.85
20.7137908496732,259.31,20.2671241830065,68.1586274509804,"Chatham, Ontario",1998,42.4057219,-82.1853837,180.83
18.2874509803922,436.82,19.0093464052288,75.0883660130719,"Ottawa, Ontario",1999,45.4208777,-75.6901106,71.11
18.462614379085,305.83,19.8307843137255,67.378431372549,"Brussels, Ontario",1999,43.7433558,-81.2506263,340.87
18.4175163398693,306.58,20.1659477124183,66.6270588235294,"Elora, Ontario",1999,43.681148,-80.429581,377.87
18.6791503267974,450.07,19.0093464052288,74.1311764705882,"Winchester, Ontario",1999,45.0928774,-75.35299,79.89
18.462614379085,305.83,19.8307843137255,67.378431372549,"Exeter, Ontario",1999,43.3449871,-81.4801081,268.39
18.462614379085,305.83,19.8307843137255,67.378431372549,"St. Pauls, Ontario",1999,43.3208052,-81.0516163,351.85
19.3091503267974,334.54,20.1659477124183,65.0667973856209,"Woodstock, Ontario",1999,43.1301111,-80.7562977,303.89
19.1900653594771,304.61,20.5845098039216,68.2699346405229,"Inwood, Ontario",1999,42.8180452,-81.9824943,208.86
19.2150326797386,320.97,20.5845098039216,66.3083660130719,"Talbotville, Ontario",1999,42.8031625,-81.2531447,234.85
19.3687581699346,333.76,20.5845098039216,69.7735947712418,"Ridgetown, Ontario",1999,42.4392352,-81.8870513,211.86
19.3687581699346,333.76,20.3247058823529,69.7735947712418,"Chatham, Ontario",1999,42.4057219,-82.1853837,180.83
19.606339869281,344.2,20.3247058823529,69.6208496732026,"Tilbury, Ontario",1999,42.2593155,-82.4322682,179.85
19.2803267973856,337.68,20.3247058823529,72.996862745098,"Woodslee, Ontario",1999,42.21478,-82.7206993,183.19
15.0098692810458,548.11,17.2864705882353,78.1458823529412,"Renfrew, Ontario",2000,45.7300564,-77.2793698,192.59
16.3650326797386,651.82,17.5843790849673,79.3258823529412,"Brussels, Ontario",2000,43.7433558,-81.2506263,340.87
16.1181045751634,572,17.0295424836601,81.4425490196078,"Winchester, Ontario",2000,45.0928774,-75.35299,79.89
16.0490196078431,659.66,17.9370588235294,80.6321568627451,"Elora, Ontario",2000,43.681148,-80.429581,377.87
15.7122875816993,562.68,17.0295424836601,80.727908496732,"Ottawa, Ontario",2000,45.4208777,-75.6901106,71.11
16.3650326797386,651.82,17.5843790849673,79.3258823529412,"Exeter, Ontario",2000,43.3449871,-81.4801081,268.39
17.298954248366,641.94,17.9370588235294,77.8966013071895,"Woodstock, Ontario",2000,43.1301111,-80.7562977,303.89
18.3335947712418,551.51,18.5622222222222,76.9499346405229,"Ridgetown, Ontario",2000,42.4392352,-81.8870513,211.86
18.0238562091503,571.54,18.5622222222222,79.1435947712418,"Dutton, Ontario",2000,42.6640129,-81.5026543,218.84
17.6296732026144,569.4,18.5622222222222,76.882091503268,"Inwood, Ontario",2000,42.8180452,-81.9824943,208.86
17.1838562091503,639.4,18.5622222222222,78.7067973856209,"Talbotville, Ontario",2000,42.8031625,-81.2531447,234.85
18.4058169934641,612.88,18.1243790849673,75.7848366013072,"Malden, Ontario",2000,42.2624517,-83.0635175,178.85
18.3335947712418,551.51,18.2745751633987,76.9499346405229,"Chatham, Ontario",2000,42.4057219,-82.1853837,180.83
19.026862745098,603.6,18.2745751633987,76.9213725490196,"Woodslee, Ontario",2000,42.21478,-82.7206993,183.19
19.026862745098,603.6,18.2745751633987,76.9213725490196,"Merlin, Ontario",2000,42.2408775,-82.2314,189.82
16.5660130718954,360.97,18.9637254901961,75.1439869281046,"Renfrew, Ontario",2001,45.7300564,-77.2793698,192.59
16.7118954248366,433.13,19.5175163398693,72.5066013071895,"Dundalk, Ontario",2001,44.1691536,-80.3965759,519.87
17.5767320261438,396.06,19.0396732026144,76.1983660130719,"Ottawa, Ontario",2001,45.4208777,-75.6901106,71.11
17.4245751633987,417.63,19.8903267973856,71.9632026143791,"Brussels, Ontario",2001,43.7433558,-81.2506263,340.87
17.3939869281046,380.45,19.7971895424837,71.7755555555556,"Elora, Ontario",2001,43.681148,-80.429581,377.87
17.4245751633987,417.63,19.8903267973856,71.9632026143791,"St. Pauls, Ontario",2001,43.3208052,-81.0516163,351.85
18.293660130719,396.33,19.7971895424837,69.8450980392157,"Woodstock, Ontario",2001,43.1301111,-80.7562977,303.89
17.4245751633987,417.63,19.8903267973856,71.9632026143791,"Exeter, Ontario",2001,43.3449871,-81.4801081,268.39
18.0811764705882,356.63,20.1964705882353,72.5283660130719,"Inwood, Ontario",2001,42.8180452,-81.9824943,208.86
18.2716993464052,321.63,20.1964705882353,73.4573202614379,"Ridgetown, Ontario",2001,42.4392352,-81.8870513,211.86
18.2122222222222,384.8,20.1964705882353,70.8469934640523,"Talbotville, Ontario",2001,42.8031625,-81.2531447,234.85
18.8888235294118,390.39,19.6685620915033,72.1500653594771,"Malden, Ontario",2001,42.2624517,-83.0635175,178.85
17.8930065359477,321.18,20.0396078431373,76.3163398692811,"Woodslee, Ontario",2001,42.21478,-82.7206993,183.19
18.2716993464052,321.63,20.0396078431373,73.4573202614379,"Chatham, Ontario",2001,42.4057219,-82.1853837,180.83
17.8930065359477,321.18,20.0396078431373,76.3163398692811,"Merlin, Ontario",2001,42.2408775,-82.2314,189.82
17.2116993464052,244.82,19.6779738562091,70.9371241830065,"Dundalk, Ontario",2002,44.1691536,-80.3965759,519.87
17.8370588235294,266.72,20.3579738562091,70.6890849673203,"Elora, Ontario",2002,43.681148,-80.429581,377.87
17.4941830065359,468.7,19.0628104575163,75.7352287581699,"Winchester, Ontario",2002,45.0928774,-75.35299,79.89
17.9235947712418,279.46,20.2452287581699,70.5933333333333,"Exeter, Ontario",2002,43.3449871,-81.4801081,268.39
18.6312418300654,346.34,20.3579738562091,69.8234640522876,"Woodstock, Ontario",2002,43.1301111,-80.7562977,303.89
18.8940522875817,231.36,20.5898039215686,71.1253594771242,"Ridgetown, Ontario",2002,42.4392352,-81.8870513,211.86
18.6598039215686,307.48,20.5898039215686,69.8377777777778,"Talbotville, Ontario",2002,42.8031625,-81.2531447,234.85
18.2929411764706,263.27,20.3160130718954,75.702614379085,"Woodslee, Ontario",2002,42.21478,-82.7206993,183.19
18.8940522875817,231.36,20.3160130718954,71.1253594771242,"Chatham, Ontario",2002,42.4057219,-82.1853837,180.83
19.1839215686275,293.88,20.1843790849673,72.1206535947712,"Malden, Ontario",2002,42.2624517,-83.0635175,178.85
16.4604575163399,435.88,18.4947712418301,74.6781045751634,"Renfrew, Ontario",2003,45.7300564,-77.2793698,192.59
15.9408496732026,445.85,18.9120261437909,74.84,"Dundalk, Ontario",2003,44.1691536,-80.3965759,519.87
17.3906535947712,508.62,18.4708496732026,77.6482352941176,"Ottawa, Ontario",2003,45.4208777,-75.6901106,71.11
16.6481699346405,437.25,18.9078431372549,74.2119607843137,"Elora, Ontario",2003,43.681148,-80.429581,377.87
16.6932026143791,404.94,18.918954248366,73.8494117647059,"Brussels, Ontario",2003,43.7433558,-81.2506263,340.87
17.7841830065359,480.34,18.4708496732026,77.0042483660131,"Winchester, Ontario",2003,45.0928774,-75.35299,79.89
16.6932026143791,404.94,18.918954248366,73.8494117647059,"Exeter, Ontario",2003,43.3449871,-81.4801081,268.39
16.6932026143791,404.94,18.918954248366,73.8494117647059,"St. Pauls, Ontario",2003,43.3208052,-81.0516163,351.85
17.6507189542484,423.81,18.9078431372549,72.512614379085,"Woodstock, Ontario",2003,43.1301111,-80.7562977,303.89
17.7541830065359,359.57,19.3971241830065,74.3718954248366,"Ridgetown, Ontario",2003,42.4392352,-81.8870513,211.86
17.6496732026144,398.07,19.3971241830065,72.4696078431373,"Talbotville, Ontario",2003,42.8031625,-81.2531447,234.85
16.6349019607843,459.11,19.3971241830065,80.4507189542484,"Dutton, Ontario",2003,42.6640129,-81.5026543,218.84
17.1344444444444,430.43,19.2815032679739,79.4995424836601,"Woodslee, Ontario",2003,42.21478,-82.7206993,183.19
18.3281045751634,385.21,19.1939869281046,72.2616339869281,"Malden, Ontario",2003,42.2624517,-83.0635175,178.85
17.7541830065359,359.57,19.2815032679739,74.3718954248366,"Chatham, Ontario",2003,42.4057219,-82.1853837,180.83
16.5977124183007,353,18.7554248366013,76.5156209150327,"Elora, Ontario",2004,43.681148,-80.429581,377.87
15.8183660130719,363.49,18.8044444444444,76.7677777777778,"Dundalk, Ontario",2004,44.1691536,-80.3965759,519.87
16.4866013071895,505.5,18.6204575163399,79.8613071895425,"Ottawa, Ontario",2004,45.4208777,-75.6901106,71.11
16.861568627451,341.14,18.7950326797386,75.2685620915033,"Brussels, Ontario",2004,43.7433558,-81.2506263,340.87
17.0016339869281,441.98,18.6204575163399,79.212091503268,"Winchester, Ontario",2004,45.0928774,-75.35299,79.89
16.861568627451,341.14,18.7950326797386,75.2685620915033,"St. Pauls, Ontario",2004,43.3208052,-81.0516163,351.85
17.8813071895425,408.87,18.7554248366013,74.4421568627451,"Woodstock, Ontario",2004,43.1301111,-80.7562977,303.89
16.861568627451,341.14,18.7950326797386,75.2685620915033,"Exeter, Ontario",2004,43.3449871,-81.4801081,268.39
18.5575816993464,351.27,19.486339869281,75.8912418300654,"Ridgetown, Ontario",2004,42.4392352,-81.8870513,211.86
18.1329411764706,464.47,19.486339869281,78.9858823529412,"Dutton, Ontario",2004,42.6640129,-81.5026543,218.84
17.8439869281046,328.75,19.486339869281,74.9817647058824,"Inwood, Ontario",2004,42.8180452,-81.9824943,208.86
19.0081045751634,457.13,19.1850326797386,78.1535294117647,"Woodslee, Ontario",2004,42.21478,-82.7206993,183.19
16.861568627451,341.14,18.7950326797386,75.2685620915033,"Centralia, Ontario",2004,43.2838991,-81.4721377,264.85
18.3439215686275,478.85,19.0351633986928,76.9883660130719,"Malden, Ontario",2004,42.2624517,-83.0635175,178.85
18.5498692810458,410.29,19.1850326797386,76.6911764705882,"Tupperville, Ontario",2004,42.590143,-82.2695626,178.87
20.7283660130719,346.11,20.2134640522876,73.0951633986928,"Woodslee, Ontario",2005,42.21478,-82.7206993,183.19
20.7286928104575,279.21,20.2134640522876,68.2191503267974,"Chatham, Ontario",2005,42.4057219,-82.1853837,180.83
20.7283660130719,346.11,20.2134640522876,73.0951633986928,"Merlin, Ontario",2005,42.2408775,-82.2314,189.82
20.4311111111111,315.18,19.8660130718954,69.3812418300654,"Malden, Ontario",2005,42.2624517,-83.0635175,178.85
20.1618954248366,251.02,20.8162745098039,67.5373202614379,"Inwood, Ontario",2005,42.8180452,-81.9824943,208.86
20.7286928104575,279.21,20.8162745098039,68.2191503267974,"Palmyra, Ontario",2005,42.4417769,-81.7668795,209.82
20.7286928104575,279.21,20.8162745098039,68.2191503267974,"Ridgetown, Ontario",2005,42.4392352,-81.8870513,211.86
20.0549019607843,280.9,20.1071241830065,66.3055555555556,"Woodstock, Ontario",2005,43.1301111,-80.7562977,303.89
19.0846405228758,276.66,19.9246405228758,68.5345098039216,"St. Pauls, Ontario",2005,43.3208052,-81.0516163,351.85
19.0846405228758,276.66,19.9246405228758,68.5345098039216,"Exeter, Ontario",2005,43.3449871,-81.4801081,268.39
18.5454248366013,438.76,18.9430065359477,75.9875163398693,"Winchester, Ontario",2005,45.0928774,-75.35299,79.89
19.0846405228758,276.66,19.9246405228758,68.5345098039216,"Brussels, Ontario",2005,43.7433558,-81.2506263,340.87
17.9629411764706,459.37,18.9430065359477,77.632614379085,"Ottawa, Ontario",2005,45.4208777,-75.6901106,71.11
18.8745751633987,286.94,20.1071241830065,68.6526797385621,"Elora, Ontario",2005,43.681148,-80.429581,377.87
18.0875163398693,321.4,19.838431372549,69.8666666666667,"Dundalk, Ontario",2005,44.1691536,-80.3965759,519.87
17.9820261437909,293.6,19.2774509803922,70.2284967320261,"Renfrew, Ontario",2005,45.7300564,-77.2793698,192.59
19.0846405228758,276.66,19.9246405228758,68.5345098039216,"Centralia, Ontario",2005,43.2838991,-81.4721377,264.85
21.0940522875817,334.11,20.2134640522876,70.444183006536,"Harrow, Ontario",2005,42.035586,-82.9183594,189.83
20.6332026143791,293.69,20.2134640522876,69.9209150326797,"Tupperville, Ontario",2005,42.590143,-82.2695626,178.87
18.088954248366,296.41,18.9779738562092,69.4298692810458,"Elora, Ontario",2006,43.681148,-80.429581,377.87
17.1233333333333,547.52,17.9332026143791,79.6998039215686,"Ottawa, Ontario",2006,45.4208777,-75.6901106,71.11
17.6298039215686,449.76,17.9332026143791,78.0954901960784,"Winchester, Ontario",2006,45.0928774,-75.35299,79.89
18.1962745098039,272.21,19.0344444444444,69.7067973856209,"Exeter, Ontario",2006,43.3449871,-81.4801081,268.39
18.1962745098039,272.21,19.0344444444444,69.7067973856209,"St. Pauls, Ontario",2006,43.3208052,-81.0516163,351.85
19.3739869281046,276.4,18.9779738562092,66.3222222222222,"Woodstock, Ontario",2006,43.1301111,-80.7562977,303.89
19.0790196078431,264.69,19.4529411764706,69.6179738562091,"Inwood, Ontario",2006,42.8180452,-81.9824943,208.86
19.4421568627451,400.32,19.4529411764706,72.1733986928105,"Ridgetown, Ontario",2006,42.4392352,-81.8870513,211.86
19.2233986928105,275.11,19.4529411764706,67.1196078431373,"Talbotville, Ontario",2006,42.8031625,-81.2531447,234.85
19.4421568627451,400.32,19.4529411764706,72.1733986928105,"Palmyra, Ontario",2006,42.4417769,-81.7668795,209.82
19.4421568627451,400.32,19.3630065359477,72.1733986928105,"Chatham, Ontario",2006,42.4057219,-82.1853837,180.83
19.0761437908497,402.22,19.0756862745098,74.1005882352941,"Malden, Ontario",2006,42.2624517,-83.0635175,178.85
19.707908496732,450.2,19.3630065359477,76.0749673202614,"Merlin, Ontario",2006,42.2408775,-82.2314,189.82
19.707908496732,450.2,19.3630065359477,76.0749673202614,"Woodslee, Ontario",2006,42.21478,-82.7206993,183.19
16.9930065359477,392.34,19.9974509803922,71.8667320261438,"Eganville, Ontario",2007,45.5406943,-77.1004317,172.5
18.7620261437908,187.53,20.7751633986928,63.9659477124183,"Elora, Ontario",2007,43.681148,-80.429581,377.87
18.8856209150327,187.4,20.7751633986928,64.2245098039216,"Listowel, Ontario",2007,43.731593,-80.952882,377.55
16.8849673202614,407.84,19.8990849673203,77.2145098039216,"Ottawa, Ontario",2007,45.4208777,-75.6901106,71.11
17.5274509803922,363.89,19.8990849673203,74.8754901960784,"Winchester, Ontario",2007,45.0928774,-75.35299,79.89
18.8856209150327,187.4,20.3703921568627,64.2245098039216,"Exeter, Ontario",2007,43.3449871,-81.4801081,268.39
18.8856209150327,187.4,20.3703921568627,64.2245098039216,"St. Pauls, Ontario",2007,43.3208052,-81.0516163,351.85
20.101568627451,154.32,20.7751633986928,60.0081045751634,"Woodstock, Ontario",2007,43.1301111,-80.7562977,303.89
19.7960130718954,183.04,20.8969281045752,63.9147712418301,"Inwood, Ontario",2007,42.8180452,-81.9824943,208.86
20.1107843137255,230.98,20.8969281045752,66.609477124183,"Palmyra, Ontario",2007,42.4417769,-81.7668795,209.82
20.1107843137255,230.98,20.8969281045752,66.609477124183,"Ridgetown, Ontario",2007,42.4392352,-81.8870513,211.86
20.1107843137255,230.98,20.6873202614379,66.609477124183,"Chatham, Ontario",2007,42.4057219,-82.1853837,180.83
19.5372549019608,396.2,20.7624183006536,71.9121568627451,"Malden, Ontario",2007,42.2624517,-83.0635175,178.85
20.0016339869281,392.17,20.6873202614379,73.5162745098039,"Merlin, Ontario",2007,42.2408775,-82.2314,189.82
20.0016339869281,392.17,20.6873202614379,73.5162745098039,"Woodslee, Ontario",2007,42.21478,-82.7206993,183.19
15.9413071895425,489.84,19.1324183006536,76.8345098039216,"Dundalk, Ontario",2008,44.1691536,-80.3965759,519.87
16.3622222222222,446.34,18.5023529411765,77.1335947712418,"Eganville, Ontario",2008,45.5406943,-77.1004317,172.5
16.9658823529412,446.37,19.4890196078431,74.3734640522876,"Elora, Ontario",2008,43.681148,-80.429581,377.87
17.3428758169935,392.63,19.4890196078431,72.7476470588235,"Listowel, Ontario",2008,43.731593,-80.952882,377.55
16.7108496732026,462.27,18.2539869281046,80.1839869281046,"Ottawa, Ontario",2008,45.4208777,-75.6901106,71.11
17.092091503268,435.61,18.2539869281046,80.1199346405229,"Winchester, Ontario",2008,45.0928774,-75.35299,79.89
17.3428758169935,392.63,19.5675816993464,72.7476470588235,"Exeter, Ontario",2008,43.3449871,-81.4801081,268.39
17.3428758169935,392.63,19.5675816993464,72.7476470588235,"St. Pauls, Ontario",2008,43.3208052,-81.0516163,351.85
18.6829411764706,307.47,19.4890196078431,68.7371241830065,"Woodstock, Ontario",2008,43.1301111,-80.7562977,303.89
18.6321568627451,304.16,20.382091503268,70.6946405228758,"Inwood, Ontario",2008,42.8180452,-81.9824943,208.86
19.1230065359477,311.84,20.382091503268,72.3145751633987,"Palmyra, Ontario",2008,42.4417769,-81.7668795,209.82
19.1230065359477,311.84,20.382091503268,72.3145751633987,"Ridgetown, Ontario",2008,42.4392352,-81.8870513,211.86
18.6725490196078,280.82,20.382091503268,68.7770588235294,"Talbotville, Ontario",2008,42.8031625,-81.2531447,234.85
19.1230065359477,311.84,19.9418300653595,72.3145751633987,"Chatham, Ontario",2008,42.4057219,-82.1853837,180.83
19.5750980392157,469.1,19.9418300653595,75.5439869281046,"Harrow, Ontario",2008,42.035586,-82.9183594,189.83
19.2585620915033,449.24,19.9418300653595,76.973137254902,"Merlin, Ontario",2008,42.2408775,-82.2314,189.82
19.2585620915033,449.24,19.9418300653595,76.973137254902,"Woodslee, Ontario",2008,42.21478,-82.7206993,183.19
15.8383660130719,413.4,18.4479738562091,75.6614379084967,"Eganville, Ontario",2009,45.5406943,-77.1004317,172.5
16.4232679738562,352.14,19.3304575163399,73.2100653594771,"Elora, Ontario",2009,43.681148,-80.429581,377.87
16.8322875816993,278.84,19.3304575163399,70.8654901960784,"Listowel, Ontario",2009,43.731593,-80.952882,377.55
16.1066013071895,520.41,18.0718954248366,79.431045751634,"Ottawa, Ontario",2009,45.4208777,-75.6901106,71.11
16.5060130718954,486.42,18.0718954248366,79.5339215686274,"Winchester, Ontario",2009,45.0928774,-75.35299,79.89
16.8322875816993,278.84,19.2567320261438,70.8654901960784,"Exeter, Ontario",2009,43.3449871,-81.4801081,268.39
16.8322875816993,278.84,19.2567320261438,70.8654901960784,"St. Pauls, Ontario",2009,43.3208052,-81.0516163,351.85
18.2133986928105,268.69,19.3304575163399,67.3369281045752,"Woodstock, Ontario",2009,43.1301111,-80.7562977,303.89
